"New York, NY",top,weekend,  105.102511682, 94.3234338493, 82.2085827979, 67.0342983353, 56.4110141647, 42.8139237734, 32.32244816, 26.6563047605, 18.787218896, 12.2941187208, 11.9973349883, 14.5123211157, 20.2392304322, 29.9876241238, 43.7490873248, 67.4763982185, 100.158148364, 131.334075643, 164.073780666, 196.794155228, 223.57390844, 257.5986967, 280.659134054, 306.651029498, 327.548170999, 345.235725759, 357.049357477, 359.261609229, 358.455790012, 361.549028914, 359.560017523, 358.169994889, 349.085006571, 341.476544246, 326.159809433, 311.771885952, 300.790778329, 280.629782418, 265.076244889, 244.637302862, 218.631224445, 196.050452687, 173.093512704, 154.923901139, 145.755603826, 131.310108791, 110.806494597, 93.3626971379
"Jersey City, NJ",top,weekend,  84.135203722, 59.4964049062, 61.0300296067, 38.7831665022, 31.1579021571, 20.9737769632, 21.0583674045, 14.0978429437, 10.7881009446, 8.69928098125, 11.0754264768, 10.2716763006, 18.2484139292, 29.3643028338, 41.7707599041, 70.4171718596, 93.5427886649, 104.655716904, 127.357535598, 166.098829832, 189.795009164, 217.642323417, 239.4920344, 260.658677569, 279.105456083, 287.812773157, 289.742281122, 284.31876498, 287.602988862, 294.129846327, 286.145213591, 290.199633441, 292.948540815, 292.799661638, 280.607359368, 259.103059354, 260.816156774, 240.840688002, 234.63442831, 212.264909065, 192.814464965, 169.459890032, 162.500916396, 138.234879459, 118.879740589, 109.998590159, 90.8439306358, 71.6402086564
"San Francisco, CA",top,weekend,  89.7119856005, 74.7669452869, 60.2557388367, 46.3771728678, 33.5846832853, 20.0125748946, 15.326256873, 10.6797840077, 8.59523633405, 7.84890401164, 9.16216682693, 11.0238676431, 17.8689252164, 31.2693986242, 44.4991493454, 67.6066523658, 97.5301674187, 135.937002244, 175.249771926, 210.223290677, 246.259807185, 279.897107774, 305.735212171, 326.821683063, 347.386320487, 357.489755159, 361.281529699, 362.889710777, 359.385999951, 357.697660083, 349.758685307, 347.275661415, 342.006509357, 330.489286683, 313.203047563, 289.399807678, 267.992676973, 246.262100254, 222.701654462, 197.876889316, 172.725744015, 158.037428804, 141.548487314, 129.665211924, 117.742979017, 100.480213034, 87.0030574254, 71.7754271766
"Boston, MA",top,weekend,  115.981775086, 97.8576771135, 80.2999736634, 67.6146958125, 54.4496707927, 33.5600737424, 18.529575981, 11.1678693706, 7.75422702133, 6.60721622333, 6.75333157756, 9.32272846984, 14.4665262049, 24.8584145378, 41.1041348433, 66.3552278114, 88.3608638399, 121.892178035, 151.005109297, 199.062997103, 228.207426916, 256.269528575, 286.436239136, 311.726415591, 322.163550171, 322.413168291, 327.515248881, 320.315617593, 326.192257045, 338.027600737, 325.902238609, 322.034869634, 315.578772715, 310.740953384, 299.349591783, 281.02981301, 260.943850408, 251.52889123, 231.515354227, 220.373031341, 204.061574928, 182.669212536, 162.693178825, 150.546642086, 138.568659468, 122.256887016, 106.107663945, 92.4614169081
"Philadelphia, PA",top,weekend,  92.3139066108, 79.3110884966, 65.293905828, 53.0145993972, 44.1311205918, 28.7042154292, 19.2713217738, 13.9132255666, 10.5016243297, 10.4987279346, 13.9269247329, 19.4701945282, 28.2564092528, 40.0197267995, 54.9638733414, 79.3195428393, 112.721006693, 152.711299855, 166.187913421, 185.746643704, 208.662413402, 232.965673803, 252.85752867, 267.847547849, 283.595404908, 284.190027007, 288.673372735, 285.248855141, 274.945868723, 273.616540765, 274.969079025, 270.042702258, 270.213472152, 268.47774864, 259.337234334, 245.499471604, 235.670554621, 222.259736193, 216.743669028, 205.839210928, 184.07248816, 164.64828369, 149.304082352, 129.401737837, 115.849896278, 99.5939567106, 88.4085091393, 76.7287173666
"Miami, FL",top,weekend,  70.9120829349, 59.4280609934, 50.5946353983, 45.5108449499, 34.696593025, 26.1729656283, 22.3209702582, 16.6983040612, 13.4972069851, 12.3115092346, 14.8086155704, 14.4486940768, 19.4712394947, 34.7828997031, 49.0476070656, 72.3991243521, 92.2312918323, 121.02541392, 151.208796739, 173.557093251, 195.322278698, 210.650395048, 226.238337275, 233.289517387, 239.425846711, 245.717528056, 236.839263248, 238.640984349, 237.35166826, 232.93065271, 233.489456998, 230.034170399, 230.81244024, 233.129787127, 229.12752252, 225.846258366, 221.654270042, 223.544310805, 212.630969755, 198.267626189, 181.779276332, 159.865381712, 143.27683559, 126.567711741, 111.582658145, 90.6376629259, 80.4688239142, 67.350963716
"Chicago, IL",top,weekend,  81.5414919588, 67.8372747433, 59.3890535025, 49.9430871583, 40.3621810999, 28.7188460893, 20.1245783716, 15.845772535, 13.3420920221, 11.6780156911, 12.2055123833, 16.4946609269, 23.6427200388, 38.7991092227, 56.8631780996, 81.4603156855, 104.820092805, 132.657181193, 159.00460297, 189.938204655, 212.815284844, 234.274855109, 253.851139561, 270.427125846, 276.730344198, 278.372300181, 280.731313244, 281.434635955, 277.224837405, 273.1710926, 273.566631259, 272.697005274, 272.460800209, 262.003689831, 254.086468758, 242.045545182, 233.026835132, 224.3324761, 209.782225452, 187.504742737, 167.796239354, 148.330053484, 140.767186597, 129.000782691, 115.965766572, 97.8647807532, 83.4703602244, 69.5043327556
"Washington, DC",top,weekend,  105.973663342, 96.8946533662, 91.2542677073, 68.7039108477, 52.9841813097, 43.1815601653, 26.1539296298, 15.4735172587, 9.39300471639, 8.7257398055, 8.64610376059, 10.9441545974, 20.730456196, 32.11857757, 47.0668642264, 68.9351809341, 102.257606745, 133.161985058, 166.129763346, 204.659626863, 239.77908093, 270.216536583, 298.402145332, 315.505697233, 329.602445845, 333.308109687, 335.114028131, 335.760674486, 335.849785049, 335.833215076, 337.812095663, 333.781418256, 324.74660879, 307.224091156, 291.680913227, 269.04849952, 258.665887558, 248.556074961, 240.681914938, 219.974289411, 195.154555699, 175.922701281, 158.912099837, 141.394757711, 128.474685922, 112.605617931, 98.9316332067, 85.9425685546
"Seattle, WA",top,weekend,  63.0231511749, 52.47890628, 43.6653463062, 36.2860054609, 27.4609468138, 16.7376071992, 13.2690074222, 9.75068261354, 7.41237549514, 6.63873399223, 7.93154636004, 10.363650348, 19.0555705111, 33.0185747798, 57.518055609, 81.4114909818, 109.113525362, 136.56685767, 162.3024651, 188.89758874, 225.466061608, 256.916240434, 276.701611353, 298.586778449, 308.11714033, 312.776679614, 318.595854325, 317.100719148, 312.08383648, 307.931623274, 300.803714956, 294.339576203, 290.615236703, 280.553051571, 269.19236242, 248.520939892, 230.985924701, 214.106679998, 202.349536592, 182.909279698, 163.931507903, 144.836095835, 129.81705957, 117.6054686, 99.8944737146, 82.9309695035, 73.7758335577, 61.143021959
"Oakland, CA",top,weekend,  75.0622009569, 61.7944389275, 49.1810056875, 37.5757876681, 27.9636183082, 17.6521621378, 12.0039721946, 8.54211429087, 7.34648370497, 5.38819174867, 5.35406698565, 8.62589148686, 13.3618308206, 25.9547711474, 42.8151123951, 73.1745960097, 108.19391532, 150.381240408, 184.424934549, 223.054888508, 229.479461948, 259.346483705, 293.492281304, 305.41572628, 303.602690259, 308.109686738, 316.480545274, 307.463753724, 298.390629232, 298.506183985, 300.958923896, 297.568565496, 293.406788842, 291.850862147, 290.411483254, 268.242484427, 253.793175047, 242.83587614, 224.126478288, 205.805362463, 173.249435768, 146.94772953, 135.510878397, 127.98510427, 107.994673648, 95.0924438025, 81.8549246186, 63.9730071319
